open,high,low,close,totalvolume,timestamp
347.23,347.25,346.9,347.11,207475,2025-08-29T14:31:00Z
347.23,347.59,346.9,347.59,224037,2025-08-29T14:31:00Z
347.23,347.9,346.9,347.63,238830,2025-08-29T14:31:00Z
347.23,347.9,346.9,347.36,242705,2025-08-29T14:31:00Z
347.23,347.9,346.9,347.5,248768,2025-08-29T14:31:00Z
347.23,347.96,346.9,347.9,263814,2025-08-29T14:31:00Z
347.23,347.96,346.9,347.76,266104,2025-08-29T14:31:00Z
347.23,347.96,346.9,347.95,275477,2025-08-29T14:31:00Z
347.23,348.22,346.9,348.17,304210,2025-08-29T14:31:00Z
347.23,348.22,346.9,348.2,319330,2025-08-29T14:31:00Z
347.23,348.39,346.9,348.39,334180,2025-08-29T14:31:00Z
347.23,348.61,346.9,348.54,348986,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.56,360970,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.35,373394,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.25,381718,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.42,393762,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.65,411829,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.4,419946,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.59,426799,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.35,435810,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.37,440982,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.62,446745,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.53,455048,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.57,464920,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.5,472633,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.54,481753,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.45,487020,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.51,493330,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.51,499256,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.26,510123,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.42,515298,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.36,523195,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.24,529309,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.73,536708,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.7,540981,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.62,546744,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.66,550934,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.55,558566,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.61,561630,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.6,566420,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.9,579833,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.69,584268,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.61,590506,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.55,598153,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.63,603841,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.71,609314,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.8,614727,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.85,616582,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.83,622027,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.83,624021,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.0,628187,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.87,632384,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.0,634184,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.9,638512,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.96,641489,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.96,642489,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.93,647556,2025-08-29T14:31:00Z
347.23,348.75,346.9,348.0,649063,2025-08-29T14:31:00Z
347.23,348.75,346.9,347.89,653791,2025-08-29T14:31:00Z
347.95,347.95,347.95,347.95,100,2025-08-29T14:32:00Z
347.95,348.02,347.87,348.01,7339,2025-08-29T14:32:00Z
347.95,348.25,347.87,348.18,14361,2025-08-29T14:32:00Z
347.95,348.35,347.87,348.33,23798,2025-08-29T14:32:00Z
347.95,348.4,347.87,348.31,28871,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.55,54464,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.31,63833,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.3,69817,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.17,74499,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.26,77049,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.33,82152,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.38,83865,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.55,95690,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.52,102919,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.52,105919,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.47,111750,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.35,118289,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.13,128604,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.19,136850,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.11,144149,2025-08-29T14:32:00Z
347.95,348.63,347.87,348.27,151015,2025-08-29T14:32:00Z
347.95,348.63,347.86,348.01,157134,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.82,162492,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.91,167743,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.19,186750,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.32,197085,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.38,200592,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.34,207567,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.28,210333,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.18,214894,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.15,215819,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.83,227132,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.99,232565,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.03,234944,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.06,238583,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.12,239913,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.16,243051,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.09,244884,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.87,248926,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.87,250651,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.02,252871,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.05,254071,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.18,260899,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.46,271252,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.29,274302,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.07,285027,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.07,286929,2025-08-29T14:32:00Z
347.95,348.63,347.66,348.03,289179,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.89,292421,2025-08-29T14:32:00Z
347.95,348.63,347.66,347.78,294085,2025-08-29T14:32:00Z
347.95,348.63,347.54,347.69,299285,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.47,306503,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.46,309686,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.64,313242,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.86,320559,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.51,326081,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.62,330016,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.83,331552,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.81,332852,2025-08-29T14:32:00Z
347.95,348.63,347.31,347.66,334274,2025-08-29T14:32:00Z
347.79,347.79,347.79,347.79,133,2025-08-29T14:33:00Z
347.79,347.8,347.67,347.75,4675,2025-08-29T14:33:00Z
347.79,347.95,347.67,347.89,17212,2025-08-29T14:33:00Z
347.79,348.15,347.67,348.09,22590,2025-08-29T14:33:00Z
347.79,348.32,347.67,348.2,30729,2025-08-29T14:33:00Z
347.79,348.32,347.67,347.97,39461,2025-08-29T14:33:00Z
347.79,348.32,347.67,347.86,49863,2025-08-29T14:33:00Z
347.79,348.32,347.67,347.89,54252,2025-08-29T14:33:00Z
347.79,348.32,347.67,347.89,57896,2025-08-29T14:33:00Z
347.79,348.32,347.67,348.13,62179,2025-08-29T14:33:00Z
347.79,348.37,347.67,348.29,66354,2025-08-29T14:33:00Z
347.79,348.53,347.67,348.44,84391,2025-08-29T14:33:00Z
347.79,348.53,347.67,348.28,87860,2025-08-29T14:33:00Z
